doc_id,item,category,amount,price,discount
DOC-20250906-1-2-VJX8UI,Губки для посуды,Хозтовары,5,1.86,0.0
DOC-20250906-1-2-W4FYB8,Салфетки,Текстиль,3,1.08,0.0
DOC-20250906-1-2-OHSWQ4,Пакеты для мусора,Хозтовары,2,1.41,0.0
DOC-20250906-1-2-9RN8QT,Скатерть,Текстиль,3,15.46,0.0
DOC-20250906-1-2-9RN8QT,Салфетки,Текстиль,3,4.83,0.0
DOC-20250906-1-2-9RN8QT,Салфетки,Текстиль,3,4.77,2.23
DOC-20250906-1-2-9RN8QT,Пакеты для мусора,Хозтовары,3,3.11,0.0
DOC-20250906-1-2-9RN8QT,Набор ножей,Посуда,3,47.68,0.0
DOC-20250906-1-2-UT6OM1,Полотенце кухонное,Текстиль,1,2.29,0.0
DOC-20250906-1-2-UT6OM1,Кастрюля 3л,Посуда,4,23.12,0.0
DOC-20250906-1-2-3JUJD0,Салфетки,Текстиль,5,1.2,0.0
DOC-20250906-1-2-3JUJD0,Салфетки,Текстиль,4,1.21,0.0
DOC-20250906-1-2-RYE89F,Кастрюля 3л,Посуда,3,23.01,0.0
DOC-20250906-1-2-RYE89F,Перчатки резиновые,Хозтовары,1,1.18,0.0
DOC-20250906-1-2-RYE89F,Салфетки,Текстиль,1,3.14,0.24
DOC-20250906-1-2-RYE89F,Кондиционер для белья,Бытовая химия,1,7.64,0.84
DOC-20250906-1-2-R7875A,Губки для посуды,Хозтовары,3,1.04,0.0
DOC-20250906-1-2-R7875A,Перчатки резиновые,Хозтовары,4,2.63,0.74
DOC-20250906-1-2-R7875A,Набор ножей,Посуда,2,31.38,6.25
DOC-20250906-1-2-R7875A,Пакеты для мусора,Хозтовары,3,2.38,0.0
DOC-20250906-1-2-R7875A,Стиральный порошок,Бытовая химия,3,8.16,0.0
DOC-20250906-1-2-1G463S,Сковорода 24см,Посуда,2,27.39,6.66
DOC-20250906-1-2-7ANQJL,Пакеты для мусора,Хозтовары,3,2.72,0.0
DOC-20250906-1-2-7ANQJL,Пакеты для мусора,Хозтовары,1,1.71,0.0
DOC-20250906-1-2-7ANQJL,Кондиционер для белья,Бытовая химия,5,4.73,4.33
DOC-20250906-1-2-7ANQJL,Полотенце кухонное,Текстиль,3,6.83,0.0
DOC-20250906-1-2-7ANQJL,Салфетки,Текстиль,2,1.88,0.0
DOC-20250906-1-2-Q9NZ61,Салфетки,Текстиль,5,3.72,1.16
DOC-20250906-1-2-Q9NZ61,Кастрюля 3л,Посуда,3,20.56,0.0
DOC-20250906-1-2-UCTSUF,Набор ножей,Посуда,2,30.46,0.0
DOC-20250906-1-2-UCTSUF,Кастрюля 3л,Посуда,5,11.82,0.0
DOC-20250906-1-2-UCTSUF,Стиральный порошок,Бытовая химия,5,6.17,0.0
DOC-20250906-1-2-UUYLAJ,Пакеты для мусора,Хозтовары,1,1.65,0.0
DOC-20250906-1-2-MC97C7,Полотенце кухонное,Текстиль,2,4.86,1.91
DOC-20250906-1-2-XP9N56,Гель для стирки,Бытовая химия,5,9.46,0.0
DOC-20250906-1-2-XP9N56,Скатерть,Текстиль,5,7.66,0.0
DOC-20250906-1-2-XP9N56,Кондиционер для белья,Бытовая химия,2,6.5,2.12
DOC-20250906-1-2-XP9N56,Полотенце кухонное,Текстиль,5,5.24,0.0
DOC-20250906-1-2-NIQFG5,Стиральный порошок,Бытовая химия,4,8.67,0.0
DOC-20250906-1-2-76ICVQ,Салфетки,Текстиль,4,3.96,0.0
DOC-20250906-1-2-T11F9I,Скатерть,Текстиль,3,14.08,0.0
DOC-20250906-1-2-T11F9I,Кондиционер для белья,Бытовая химия,5,7.92,0.0
DOC-20250906-1-2-T11F9I,Полотенце кухонное,Текстиль,5,3.93,3.58
DOC-20250906-1-2-T11F9I,Кондиционер для белья,Бытовая химия,4,5.94,0.0
DOC-20250906-1-2-T11F9I,Стиральный порошок,Бытовая химия,4,9.81,3.84
DOC-20250906-1-2-OFN1R4,Пакеты для мусора,Хозтовары,4,1.43,0.77
DOC-20250906-1-2-OFN1R4,Сковорода 24см,Посуда,2,24.82,0.0
DOC-20250906-1-2-OFN1R4,Полотенце кухонное,Текстиль,1,3.42,0.61
DOC-20250906-1-2-D0GJYV,Салфетки,Текстиль,5,4.22,0.0
DOC-20250906-1-2-UR5L8A,Пакеты для мусора,Хозтовары,4,1.35,0.83
DOC-20250906-1-2-UR5L8A,Пакеты для мусора,Хозтовары,2,1.61,0.0
DOC-20250906-1-2-1NTMJS,Кастрюля 3л,Посуда,4,11.97,4.69
DOC-20250906-1-2-1NTMJS,Салфетки,Текстиль,4,2.48,0.0
DOC-20250906-1-2-1NTMJS,Салфетки,Текстиль,1,3.97,0.0
DOC-20250906-1-2-1NTMJS,Губки для посуды,Хозтовары,4,2.07,0.0
