doc_id,item,category,amount,price,discount
DOC-20250906-3-1-69HZGO,Губки для посуды,Хозтовары,1,1.37,0.1
DOC-20250906-3-1-69HZGO,Губки для посуды,Хозтовары,5,1.06,0.0
DOC-20250906-3-1-69HZGO,Кастрюля 3л,Посуда,4,26.55,0.0
DOC-20250906-3-1-69HZGO,Пакеты для мусора,Хозтовары,3,1.61,0.0
DOC-20250906-3-1-RE4V9K,Сковорода 24см,Посуда,2,16.15,0.0
DOC-20250906-3-1-RE4V9K,Полотенце кухонное,Текстиль,4,3.65,1.54
DOC-20250906-3-1-YQAELY,Пакеты для мусора,Хозтовары,4,2.15,0.0
DOC-20250906-3-1-YQAELY,Полотенце кухонное,Текстиль,5,2.51,0.0
DOC-20250906-3-1-LI6978,Пакеты для мусора,Хозтовары,1,3.24,0.0
DOC-20250906-3-1-LI6978,Набор ножей,Посуда,3,36.69,16.59
DOC-20250906-3-1-LI6978,Кондиционер для белья,Бытовая химия,5,7.82,0.0
DOC-20250906-3-1-LI6978,Кондиционер для белья,Бытовая химия,5,3.93,0.0
DOC-20250906-3-1-LI6978,Скатерть,Текстиль,2,18.29,0.0
DOC-20250906-3-1-ZPJL9R,Пакеты для мусора,Хозтовары,4,2.08,0.0
DOC-20250906-3-1-ZPJL9R,Полотенце кухонное,Текстиль,3,6.29,0.0
DOC-20250906-3-1-ZPJL9R,Сковорода 24см,Посуда,3,32.53,0.0
DOC-20250906-3-1-R8U7WP,Кондиционер для белья,Бытовая химия,2,2.8,0.0
DOC-20250906-3-1-R8U7WP,Полотенце кухонное,Текстиль,4,3.14,0.0
DOC-20250906-3-1-97BMZR,Гель для стирки,Бытовая химия,2,10.77,0.0
DOC-20250906-3-1-97BMZR,Гель для стирки,Бытовая химия,3,5.63,0.0
DOC-20250906-3-1-97BMZR,Кондиционер для белья,Бытовая химия,3,6.62,0.0
DOC-20250906-3-1-97BMZR,Перчатки резиновые,Хозтовары,5,2.76,0.7
DOC-20250906-3-1-1G7IRD,Стиральный порошок,Бытовая химия,1,4.99,0.0
DOC-20250906-3-1-1G7IRD,Губки для посуды,Хозтовары,1,2.84,0.21
DOC-20250906-3-1-1G7IRD,Гель для стирки,Бытовая химия,4,7.68,0.0
DOC-20250906-3-1-8VA8X8,Пакеты для мусора,Хозтовары,5,4.0,0.0
DOC-20250906-3-1-8VA8X8,Стиральный порошок,Бытовая химия,3,8.61,0.0
DOC-20250906-3-1-8VA8X8,Стиральный порошок,Бытовая химия,5,8.21,4.4
DOC-20250906-3-1-OG85D4,Сковорода 24см,Посуда,3,29.93,0.0
DOC-20250906-3-1-OG85D4,Перчатки резиновые,Хозтовары,3,1.46,0.0
DOC-20250906-3-1-P3LYEX,Набор ножей,Посуда,4,22.0,10.69
DOC-20250906-3-1-P3LYEX,Губки для посуды,Хозтовары,1,2.12,0.36
DOC-20250906-3-1-P3LYEX,Губки для посуды,Хозтовары,4,1.21,0.0
