doc_id,item,category,amount,price,discount
DOC-20250906-1-1-AJI0Y6,Губки для посуды,Хозтовары,1,1.73,0.0
DOC-20250906-1-1-IVUZZP,Губки для посуды,Хозтовары,1,1.41,0.1
DOC-20250906-1-1-IVUZZP,Сковорода 24см,Посуда,2,19.83,0.0
DOC-20250906-1-1-IVUZZP,Скатерть,Текстиль,4,7.43,0.0
DOC-20250906-1-1-IVUZZP,Скатерть,Текстиль,1,14.45,0.0
DOC-20250906-1-1-T9NT3W,Губки для посуды,Хозтовары,1,1.22,0.0
DOC-20250906-1-1-T9NT3W,Салфетки,Текстиль,1,4.09,0.74
DOC-20250906-1-1-T9NT3W,Сковорода 24см,Посуда,3,18.39,0.0
DOC-20250906-1-1-MYZYCW,Пакеты для мусора,Хозтовары,4,1.73,0.0
DOC-20250906-1-1-MYZYCW,Перчатки резиновые,Хозтовары,2,3.06,0.0
DOC-20250906-1-1-MYZYCW,Стиральный порошок,Бытовая химия,1,4.6,0.51
DOC-20250906-1-1-MYZYCW,Гель для стирки,Бытовая химия,5,5.69,2.77
DOC-20250906-1-1-MYZYCW,Перчатки резиновые,Хозтовары,4,2.5,0.0
DOC-20250906-1-1-F0T0PV,Салфетки,Текстиль,2,4.99,0.0
DOC-20250906-1-1-F0T0PV,Гель для стирки,Бытовая химия,1,10.05,0.0
DOC-20250906-1-1-F0T0PV,Кондиционер для белья,Бытовая химия,4,6.86,0.0
DOC-20250906-1-1-NVQJT7,Перчатки резиновые,Хозтовары,3,3.65,1.11
DOC-20250906-1-1-KFAZZ8,Набор ножей,Посуда,3,46.94,17.76
DOC-20250906-1-1-KFAZZ8,Салфетки,Текстиль,2,1.61,0.0
DOC-20250906-1-1-2TALA7,Салфетки,Текстиль,5,1.23,0.39
DOC-20250906-1-1-2TALA7,Кастрюля 3л,Посуда,5,26.32,9.11
DOC-20250906-1-1-2TALA7,Кастрюля 3л,Посуда,2,28.94,0.0
DOC-20250906-1-1-5PHT0H,Сковорода 24см,Посуда,3,34.89,0.0
DOC-20250906-1-1-5PHT0H,Набор ножей,Посуда,2,30.8,0.0
DOC-20250906-1-1-5PHT0H,Скатерть,Текстиль,5,6.29,0.0
DOC-20250906-1-1-HCWI64,Набор ножей,Посуда,4,23.33,0.0
DOC-20250906-1-1-E7UR23,Гель для стирки,Бытовая химия,4,4.78,0.0
DOC-20250906-1-1-E7UR23,Сковорода 24см,Посуда,1,22.74,0.0
DOC-20250906-1-1-9DOM5I,Набор ножей,Посуда,4,30.7,0.0
DOC-20250906-1-1-9DOM5I,Кастрюля 3л,Посуда,1,15.0,0.0
DOC-20250906-1-1-5TB948,Кондиционер для белья,Бытовая химия,4,4.74,0.0
DOC-20250906-1-1-5TB948,Сковорода 24см,Посуда,2,32.76,0.0
DOC-20250906-1-1-9J2QP8,Перчатки резиновые,Хозтовары,2,3.16,0.0
DOC-20250906-1-1-9J2QP8,Салфетки,Текстиль,5,4.87,0.0
DOC-20250906-1-1-9J2QP8,Стиральный порошок,Бытовая химия,1,8.24,0.0
DOC-20250906-1-1-9J2QP8,Кастрюля 3л,Посуда,5,20.06,0.0
DOC-20250906-1-1-9J2QP8,Набор ножей,Посуда,2,17.8,0.0
DOC-20250906-1-1-C5O7UU,Губки для посуды,Хозтовары,5,0.98,0.0
DOC-20250906-1-1-LJYLJE,Кастрюля 3л,Посуда,1,16.32,0.0
DOC-20250906-1-1-LJYLJE,Губки для посуды,Хозтовары,1,3.0,0.0
DOC-20250906-1-1-LJYLJE,Салфетки,Текстиль,2,3.02,1.1
DOC-20250906-1-1-5NF4ZW,Стиральный порошок,Бытовая химия,5,7.68,0.0
DOC-20250906-1-1-5NF4ZW,Перчатки резиновые,Хозтовары,2,1.31,0.0
DOC-20250906-1-1-5NF4ZW,Гель для стирки,Бытовая химия,2,9.94,0.0
