doc_id,item,category,amount,price,discount
DOC-20250906-2-2-LVAK9W,Губки для посуды,Хозтовары,1,1.12,0.1
DOC-20250906-2-2-LVAK9W,Перчатки резиновые,Хозтовары,1,2.12,0.0
DOC-20250906-2-2-LVAK9W,Стиральный порошок,Бытовая химия,5,4.7,4.24
DOC-20250906-2-2-LVAK9W,Полотенце кухонное,Текстиль,1,2.1,0.0
DOC-20250906-2-2-QL0HT1,Кастрюля 3л,Посуда,2,22.46,0.0
DOC-20250906-2-2-QL0HT1,Перчатки резиновые,Хозтовары,5,1.06,0.68
DOC-20250906-2-2-QL0HT1,Полотенце кухонное,Текстиль,3,3.19,0.0
DOC-20250906-2-2-QL0HT1,Пакеты для мусора,Хозтовары,1,2.85,0.0
DOC-20250906-2-2-QL0HT1,Стиральный порошок,Бытовая химия,3,3.47,0.0
DOC-20250906-2-2-6MDK5N,Набор ножей,Посуда,1,49.18,6.03
DOC-20250906-2-2-6MDK5N,Губки для посуды,Хозтовары,2,1.97,0.0
DOC-20250906-2-2-6MDK5N,Кастрюля 3л,Посуда,1,21.21,0.0
DOC-20250906-2-2-6MDK5N,Набор ножей,Посуда,4,25.67,0.0
DOC-20250906-2-2-FMMWI9,Полотенце кухонное,Текстиль,3,7.68,4.23
DOC-20250906-2-2-FMMWI9,Стиральный порошок,Бытовая химия,3,9.61,0.0
DOC-20250906-2-2-FMMWI9,Скатерть,Текстиль,2,18.56,0.0
DOC-20250906-2-2-FMMWI9,Сковорода 24см,Посуда,5,23.98,18.34
DOC-20250906-2-2-FMMWI9,Сковорода 24см,Посуда,2,17.53,0.0
DOC-20250906-2-2-LVQEXU,Кондиционер для белья,Бытовая химия,5,4.2,2.4
DOC-20250906-2-2-LVQEXU,Кондиционер для белья,Бытовая химия,5,6.11,2.98
DOC-20250906-2-2-U8EL50,Сковорода 24см,Посуда,3,34.11,0.0
DOC-20250906-2-2-U8EL50,Перчатки резиновые,Хозтовары,3,3.8,0.0
DOC-20250906-2-2-U8EL50,Салфетки,Текстиль,2,1.43,0.0
DOC-20250906-2-2-9WVWVI,Скатерть,Текстиль,4,7.11,0.0
DOC-20250906-2-2-4QXGNR,Салфетки,Текстиль,4,1.91,0.4
DOC-20250906-2-2-4QXGNR,Полотенце кухонное,Текстиль,2,8.65,0.0
DOC-20250906-2-2-91C795,Пакеты для мусора,Хозтовары,4,1.97,0.9
DOC-20250906-2-2-91C795,Стиральный порошок,Бытовая химия,4,7.26,0.0
DOC-20250906-2-2-91C795,Сковорода 24см,Посуда,5,26.06,0.0
DOC-20250906-2-2-91C795,Набор ножей,Посуда,1,37.45,0.0
DOC-20250906-2-2-Q3B9SO,Набор ножей,Посуда,1,28.56,0.0
DOC-20250906-2-2-P51KFK,Пакеты для мусора,Хозтовары,2,2.55,0.0
DOC-20250906-2-2-XDSGV6,Кондиционер для белья,Бытовая химия,3,4.66,0.0
DOC-20250906-2-2-XDSGV6,Кондиционер для белья,Бытовая химия,2,5.0,0.64
DOC-20250906-2-2-XDSGV6,Скатерть,Текстиль,2,15.68,0.0
DOC-20250906-2-2-XDSGV6,Гель для стирки,Бытовая химия,4,4.73,0.0
DOC-20250906-2-2-XDSGV6,Гель для стирки,Бытовая химия,4,8.19,0.0
DOC-20250906-2-2-9WFTBG,Губки для посуды,Хозтовары,2,2.72,0.0
DOC-20250906-2-2-9WFTBG,Кондиционер для белья,Бытовая химия,1,3.48,0.0
DOC-20250906-2-2-9WFTBG,Полотенце кухонное,Текстиль,4,7.11,0.0
DOC-20250906-2-2-G68A1A,Кастрюля 3л,Посуда,1,20.87,0.0
