doc_id,item,category,amount,price,discount
DOC-20250906-5-1-4087WS,Сковорода 24см,Посуда,5,14.19,11.84
DOC-20250906-5-1-4087WS,Пакеты для мусора,Хозтовары,1,3.59,0.0
DOC-20250906-5-1-4087WS,Кондиционер для белья,Бытовая химия,1,3.65,0.2
DOC-20250906-5-1-D2EEV7,Пакеты для мусора,Хозтовары,4,2.13,0.0
DOC-20250906-5-1-D2EEV7,Кастрюля 3л,Посуда,3,15.28,6.39
DOC-20250906-5-1-8675YO,Скатерть,Текстиль,1,7.87,0.0
DOC-20250906-5-1-8675YO,Губки для посуды,Хозтовары,1,0.96,0.14
DOC-20250906-5-1-8675YO,Губки для посуды,Хозтовары,5,1.43,0.0
DOC-20250906-5-1-8675YO,Салфетки,Текстиль,4,2.59,0.0
DOC-20250906-5-1-8675YO,Стиральный порошок,Бытовая химия,4,7.11,0.0
DOC-20250906-5-1-3FHVFI,Скатерть,Текстиль,1,10.73,0.0
DOC-20250906-5-1-3FHVFI,Стиральный порошок,Бытовая химия,3,7.87,0.0
DOC-20250906-5-1-3FHVFI,Набор ножей,Посуда,1,29.25,4.23
DOC-20250906-5-1-2MROP2,Набор ножей,Посуда,1,39.28,0.0
DOC-20250906-5-1-P4775B,Скатерть,Текстиль,5,11.47,0.0
DOC-20250906-5-1-P4775B,Стиральный порошок,Бытовая химия,4,5.7,0.0
DOC-20250906-5-1-7H81JM,Сковорода 24см,Посуда,2,23.71,0.0
DOC-20250906-5-1-DWR1XF,Набор ножей,Посуда,3,44.1,0.0
DOC-20250906-5-1-DWR1XF,Стиральный порошок,Бытовая химия,3,3.81,0.58
DOC-20250906-5-1-TQGKRY,Пакеты для мусора,Хозтовары,2,3.68,0.0
DOC-20250906-5-1-TQGKRY,Салфетки,Текстиль,3,1.93,0.0
DOC-20250906-5-1-TQGKRY,Гель для стирки,Бытовая химия,3,4.43,0.0
DOC-20250906-5-1-TQGKRY,Пакеты для мусора,Хозтовары,1,1.05,0.0
DOC-20250906-5-1-TQGKRY,Губки для посуды,Хозтовары,1,2.08,0.19
DOC-20250906-5-1-GA99UF,Пакеты для мусора,Хозтовары,4,2.72,1.48
DOC-20250906-5-1-GA99UF,Сковорода 24см,Посуда,3,32.0,14.04
DOC-20250906-5-1-GA99UF,Губки для посуды,Хозтовары,4,2.44,0.0
DOC-20250906-5-1-GA99UF,Набор ножей,Посуда,5,25.34,17.34
DOC-20250906-5-1-GA99UF,Перчатки резиновые,Хозтовары,2,3.86,0.0
DOC-20250906-5-1-UK15U2,Кондиционер для белья,Бытовая химия,1,7.4,0.0
DOC-20250906-5-1-UK15U2,Салфетки,Текстиль,2,2.18,0.5
DOC-20250906-5-1-U8BWAU,Сковорода 24см,Посуда,4,26.73,20.94
DOC-20250906-5-1-U8BWAU,Стиральный порошок,Бытовая химия,2,7.49,0.0
DOC-20250906-5-1-L70SHY,Скатерть,Текстиль,5,15.1,0.0
DOC-20250906-5-1-L70SHY,Набор ножей,Посуда,3,41.5,22.98
DOC-20250906-5-1-L70SHY,Сковорода 24см,Посуда,1,32.41,6.01
DOC-20250906-5-1-L70SHY,Губки для посуды,Хозтовары,3,2.14,0.0
DOC-20250906-5-1-L70SHY,Кондиционер для белья,Бытовая химия,3,4.73,0.0
DOC-20250906-5-1-FXDTUM,Салфетки,Текстиль,4,1.06,0.27
DOC-20250906-5-1-3513LM,Полотенце кухонное,Текстиль,3,7.9,0.0
DOC-20250906-5-1-FV14J6,Кондиционер для белья,Бытовая химия,2,5.13,0.0
DOC-20250906-5-1-YSV6O9,Сковорода 24см,Посуда,1,23.59,0.0
DOC-20250906-5-1-GW33A8,Набор ножей,Посуда,3,16.96,0.0
DOC-20250906-5-1-GW33A8,Перчатки резиновые,Хозтовары,3,2.82,0.0
DOC-20250906-5-1-GW33A8,Сковорода 24см,Посуда,5,29.79,0.0
DOC-20250906-5-1-GW33A8,Губки для посуды,Хозтовары,4,2.89,0.0
DOC-20250906-5-1-BNWJ6P,Полотенце кухонное,Текстиль,1,4.74,0.0
DOC-20250906-5-1-BNWJ6P,Кастрюля 3л,Посуда,4,27.71,12.39
DOC-20250906-5-1-BNWJ6P,Кондиционер для белья,Бытовая химия,3,5.78,0.0
DOC-20250906-5-1-BNWJ6P,Гель для стирки,Бытовая химия,4,9.97,0.0
DOC-20250906-5-1-BNWJ6P,Кастрюля 3л,Посуда,1,28.46,3.84
DOC-20250906-5-1-7C1A7Y,Гель для стирки,Бытовая химия,2,11.76,0.0
DOC-20250906-5-1-7C1A7Y,Салфетки,Текстиль,2,1.36,0.26
DOC-20250906-5-1-7C1A7Y,Пакеты для мусора,Хозтовары,2,3.79,0.0
DOC-20250906-5-1-8DTCA4,Перчатки резиновые,Хозтовары,5,1.3,0.0
DOC-20250906-5-1-8DTCA4,Сковорода 24см,Посуда,4,14.59,0.0
DOC-20250906-5-1-SYERUM,Салфетки,Текстиль,1,1.87,0.25
DOC-20250906-5-1-LV0GUB,Полотенце кухонное,Текстиль,1,5.57,0.0
DOC-20250906-5-1-LV0GUB,Полотенце кухонное,Текстиль,2,8.96,0.0
DOC-20250906-5-1-LV0GUB,Перчатки резиновые,Хозтовары,1,1.75,0.0
DOC-20250906-5-1-LV0GUB,Набор ножей,Посуда,2,18.79,6.06
DOC-20250906-5-1-RS6C4X,Губки для посуды,Хозтовары,2,1.98,0.0
DOC-20250906-5-1-RS6C4X,Салфетки,Текстиль,4,2.04,0.0
DOC-20250906-5-1-RS6C4X,Набор ножей,Посуда,4,26.9,16.46
DOC-20250906-5-1-RS6C4X,Кастрюля 3л,Посуда,4,14.68,4.98
DOC-20250906-5-1-3IEST9,Стиральный порошок,Бытовая химия,5,5.37,5.21
DOC-20250906-5-1-3IEST9,Стиральный порошок,Бытовая химия,5,6.45,0.0
DOC-20250906-5-1-3IEST9,Перчатки резиновые,Хозтовары,1,2.29,0.0
DOC-20250906-5-1-3IEST9,Пакеты для мусора,Хозтовары,4,1.18,0.0
DOC-20250906-5-1-O2F2NA,Кондиционер для белья,Бытовая химия,2,2.96,0.0
DOC-20250906-5-1-O2F2NA,Перчатки резиновые,Хозтовары,2,2.05,0.0
